id,label,feature,layer,activation,influence
0_1903_1,0.0,,16.685089111328125,0.38364139199256897,cross layer transcoder
0_2455_1,0.0,,8.636946678161621,0.45673292875289917,cross layer transcoder
0_6959_1,0.0,,26.144287109375,0.3554047644138336,cross layer transcoder
0_7344_1,0.0,,11.242630004882812,0.4418674111366272,cross layer transcoder
0_8008_1,0.0,,6.366578102111816,0.4722611606121063,cross layer transcoder
0_10178_1,0.0,,4.054259777069092,0.489576131105423,cross layer transcoder
0_10317_1,0.0,,7.287451267242432,0.4890131950378418,cross layer transcoder
0_1178_2,0.0,,8.770856857299805,0.48560842871665955,cross layer transcoder
0_4805_2,0.0,,10.190216064453125,0.44703638553619385,cross layer transcoder
0_6794_2,0.0,,13.057764053344727,0.4630584418773651,cross layer transcoder
0_7000_2,0.0,,9.410849571228027,0.4595766067504883,cross layer transcoder
0_9189_2,0.0,,18.75470733642578,0.37394383549690247,cross layer transcoder
0_9813_2,0.0,,10.651750564575195,0.4393841028213501,cross layer transcoder
0_10422_2,0.0,,11.378805160522461,0.43077629804611206,cross layer transcoder
0_10425_2,0.0,,9.74785041809082,0.46610426902770996,cross layer transcoder
0_12083_2,0.0,,10.447832107543945,0.4670994281768799,cross layer transcoder
0_12572_2,0.0,,12.981470108032227,0.4351395070552826,cross layer transcoder
0_14983_2,0.0,,14.02615737915039,0.4244442880153656,cross layer transcoder
0_377_3,0.0,,9.572742462158203,0.4716353416442871,cross layer transcoder
0_973_3,0.0,,6.859109401702881,0.4912582039833069,cross layer transcoder
0_1117_3,0.0,,15.015495300292969,0.4161897301673889,cross layer transcoder
0_2202_3,0.0,,8.69562816619873,0.4450702369213104,cross layer transcoder
0_2799_3,0.0,,11.16604995727539,0.41567137837409973,cross layer transcoder
0_2983_3,0.0,,7.800281524658203,0.4835882782936096,cross layer transcoder
0_4337_3,0.0,,11.025532722473145,0.4438744783401489,cross layer transcoder
0_5963_3,0.0,,20.546646118164062,0.4092870056629181,cross layer transcoder
0_7731_3,0.0,,8.942635536193848,0.46027764678001404,cross layer transcoder
0_8697_3,0.0,,6.007835865020752,0.49857982993125916,cross layer transcoder
0_9063_3,0.0,,9.326114654541016,0.45992717146873474,cross layer transcoder
0_9868_3,0.0,,7.957991600036621,0.46062761545181274,cross layer transcoder
0_11427_3,0.0,,8.470939636230469,0.4640834629535675,cross layer transcoder
0_11813_3,0.0,,7.367379665374756,0.4940190315246582,cross layer transcoder
0_12141_3,0.0,,6.03706169128418,0.4998968839645386,cross layer transcoder
0_13208_3,0.0,,6.330063819885254,0.4824286103248596,cross layer transcoder
0_14315_3,0.0,,10.395065307617188,0.41768985986709595,cross layer transcoder
0_14356_3,0.0,,7.609545707702637,0.4725720286369324,cross layer transcoder
0_15731_3,0.0,,9.970001220703125,0.442672997713089,cross layer transcoder
0_7861_4,0.0,,9.386589050292969,0.4975185990333557,cross layer transcoder
0_8178_4,0.0,,11.029916763305664,0.45922544598579407,cross layer transcoder
0_9057_4,0.0,,7.585234642028809,0.4818462133407593,cross layer transcoder
0_15252_4,0.0,,31.18311309814453,0.39255377650260925,cross layer transcoder
0_167_5,0.0,,4.908214569091797,0.48532089591026306,cross layer transcoder
0_1157_5,0.0,,7.266133785247803,0.4616718888282776,cross layer transcoder
0_1506_5,0.0,,9.279447555541992,0.42302682995796204,cross layer transcoder
0_1847_5,0.0,,8.479326248168945,0.49937090277671814,cross layer transcoder
0_3019_5,0.0,,6.119757175445557,0.47683653235435486,cross layer transcoder
0_4505_5,0.0,,6.9435954093933105,0.44819214940071106,cross layer transcoder
0_4810_5,0.0,,5.531125068664551,0.4667681157588959,cross layer transcoder
0_5425_5,0.0,,5.877101421356201,0.4741099178791046,cross layer transcoder
0_6925_5,0.0,,12.896753311157227,0.42015349864959717,cross layer transcoder
0_7108_5,0.0,,7.29227352142334,0.45383286476135254,cross layer transcoder
0_7718_5,0.0,,11.623443603515625,0.40126028656959534,cross layer transcoder
0_8211_5,0.0,,7.292621612548828,0.4151507019996643,cross layer transcoder
0_9026_5,0.0,,15.873769760131836,0.44895997643470764,cross layer transcoder
0_9395_5,0.0,,7.404267311096191,0.43980303406715393,cross layer transcoder
0_9488_5,0.0,,10.110755920410156,0.3994557559490204,cross layer transcoder
0_10576_5,0.0,,14.294744491577148,0.387895792722702,cross layer transcoder
0_11716_5,0.0,,11.300241470336914,0.38858410716056824,cross layer transcoder
0_14163_5,0.0,,9.601861953735352,0.4512394368648529,cross layer transcoder
0_14826_5,0.0,,7.946810245513916,0.4267588257789612,cross layer transcoder
0_16029_5,0.0,,8.012833595275879,0.46841859817504883,cross layer transcoder
0_2858_6,0.0,,5.723027229309082,0.49041879177093506,cross layer transcoder
0_4531_6,0.0,,11.408868789672852,0.42254993319511414,cross layer transcoder
0_16200_6,0.0,,26.496963500976562,0.37217476963996887,cross layer transcoder
0_8722_7,0.0,,20.58019256591797,0.4087337851524353,cross layer transcoder
0_71_8,0.0,,10.6693696975708,0.4581630527973175,cross layer transcoder
0_4045_8,0.0,,14.75950813293457,0.43600258231163025,cross layer transcoder
0_5206_8,0.0,,7.265129566192627,0.4744156301021576,cross layer transcoder
0_5840_8,0.0,,10.663681030273438,0.4504851996898651,cross layer transcoder
0_7437_8,0.0,,9.92811393737793,0.4747210741043091,cross layer transcoder
0_9651_8,0.0,,7.300704002380371,0.4988440275192261,cross layer transcoder
0_16342_8,0.0,,12.723196029663086,0.46201974153518677,cross layer transcoder
0_1295_9,0.0,,37.25436019897461,0.3453528583049774,cross layer transcoder
0_7532_10,0.0,,15.677054405212402,0.44227027893066406,cross layer transcoder
0_9026_11,0.0,,20.916465759277344,0.4806763529777527,cross layer transcoder
0_2458_12,0.0,,35.9157600402832,0.4042065739631653,cross layer transcoder
0_4180_13,0.0,,9.94726276397705,0.47037363052368164,cross layer transcoder
0_6902_13,0.0,,9.20274543762207,0.47891026735305786,cross layer transcoder
0_9039_13,0.0,,12.451412200927734,0.44467195868492126,cross layer transcoder
0_10903_13,0.0,,13.27596378326416,0.4519859254360199,cross layer transcoder
0_10924_13,0.0,,9.714845657348633,0.4873184263706207,cross layer transcoder
0_11349_13,0.0,,9.948614120483398,0.484744668006897,cross layer transcoder
0_11872_13,0.0,,12.720529556274414,0.46643662452697754,cross layer transcoder
0_15736_13,0.0,,15.098615646362305,0.4125306010246277,cross layer transcoder
0_11375_14,0.0,,33.891998291015625,0.39126166701316833,cross layer transcoder
0_5591_15,0.0,,9.94420051574707,0.457092821598053,cross layer transcoder
0_8061_15,0.0,,37.51726531982422,0.3633652925491333,cross layer transcoder
0_3820_16,0.0,,27.37447738647461,0.46939817070961,cross layer transcoder
0_8918_17,0.0,,19.828876495361328,0.4109238088130951,cross layer transcoder
0_15423_17,0.0,,10.610629081726074,0.45601144433021545,cross layer transcoder
0_2848_18,0.0,,33.48894500732422,0.46236738562583923,cross layer transcoder
0_4736_19,0.0,,18.904987335205078,0.4677596092224121,cross layer transcoder
0_12765_19,0.0,,9.952726364135742,0.4983147382736206,cross layer transcoder
0_4786_20,0.0,,14.628849983215332,0.4830092489719391,cross layer transcoder
0_11780_20,0.0,,21.022722244262695,0.4103851616382599,cross layer transcoder
0_11780_22,0.0,,20.77266502380371,0.4644225537776947,cross layer transcoder
0_8922_23,0.0,,15.17057991027832,0.4892946481704712,cross layer transcoder
0_2458_30,0.0,,35.64838790893555,0.4206351041793823,cross layer transcoder
0_8061_32,0.0,,36.77150344848633,0.3858041763305664,cross layer transcoder
0_2848_35,0.0,,33.660499572753906,0.4285651743412018,cross layer transcoder
0_4935_39,0.0,,21.90582275390625,0.45086362957954407,cross layer transcoder
0_3850_40,0.0,,17.297996520996094,0.43896520137786865,cross layer transcoder
0_4870_40,0.0,,26.61986541748047,0.3843711316585541,cross layer transcoder
0_15253_40,0.0,,9.708701133728027,0.4762387275695801,cross layer transcoder
0_6143_41,0.0,,11.277119636535645,0.4377058744430542,cross layer transcoder
0_3298_42,0.0,,4.222715854644775,0.4215936064720154,cross layer transcoder
0_3850_42,0.0,,20.15496826171875,0.3418845236301422,cross layer transcoder
0_4870_42,0.0,,24.88077163696289,0.3529006242752075,cross layer transcoder
1_5730_1,0.0,,10.824951171875,0.48038241267204285,cross layer transcoder
1_15542_3,0.0,,15.986621856689453,0.49013808369636536,cross layer transcoder
1_7882_5,0.0,,7.749581813812256,0.46742987632751465,cross layer transcoder
1_10117_5,0.0,,8.42074203491211,0.4942919909954071,cross layer transcoder
1_15085_8,0.0,,17.857295989990234,0.42721423506736755,cross layer transcoder
1_15499_9,0.0,,9.136568069458008,0.48873162269592285,cross layer transcoder
1_16375_9,0.0,,12.190462112426758,0.43812593817710876,cross layer transcoder
1_15901_11,0.0,,8.303642272949219,0.48985737562179565,cross layer transcoder
1_4686_13,0.0,,11.074923515319824,0.49510735273361206,cross layer transcoder
1_6333_15,0.0,,10.136650085449219,0.45887160301208496,cross layer transcoder
1_2344_17,0.0,,17.866092681884766,0.3951122760772705,cross layer transcoder
1_11039_17,0.0,,10.259600639343262,0.47832033038139343,cross layer transcoder
1_15085_34,0.0,,20.673110961914062,0.4864666759967804,cross layer transcoder
1_12303_41,0.0,,9.26856803894043,0.49698612093925476,cross layer transcoder
2_3629_1,0.0,,19.293109893798828,0.47743263840675354,cross layer transcoder
2_1847_3,0.0,,16.49665069580078,0.480088472366333,cross layer transcoder
2_5982_3,0.0,,17.920177459716797,0.48096907138824463,cross layer transcoder
2_7564_5,0.0,,17.842552185058594,0.4141068458557129,cross layer transcoder
2_13365_5,0.0,,9.333637237548828,0.4556504786014557,cross layer transcoder
2_309_8,0.0,,13.2946138381958,0.49237146973609924,cross layer transcoder
2_16382_8,0.0,,7.896364688873291,0.44972386956214905,cross layer transcoder
2_14297_9,0.0,,14.408178329467773,0.3988441824913025,cross layer transcoder
2_11770_13,0.0,,21.095535278320312,0.463744193315506,cross layer transcoder
2_7676_15,0.0,,8.384164810180664,0.40535926818847656,cross layer transcoder
2_12115_15,0.0,,5.583418369293213,0.41917192935943604,cross layer transcoder
2_4035_16,0.0,,14.82982063293457,0.4953780472278595,cross layer transcoder
2_5684_17,0.0,,6.7045159339904785,0.4765379726886749,cross layer transcoder
2_12712_17,0.0,,8.139771461486816,0.49319857358932495,cross layer transcoder
2_13756_17,0.0,,21.486534118652344,0.4196646213531494,cross layer transcoder
2_11770_31,0.0,,20.194381713867188,0.4977840185165405,cross layer transcoder
2_9457_39,0.0,,19.075525283813477,0.44742268323898315,cross layer transcoder
2_6797_41,0.0,,13.95840835571289,0.46097591519355774,cross layer transcoder
2_12493_41,0.0,,20.5806884765625,0.385098397731781,cross layer transcoder
3_16048_3,0.0,,15.075756072998047,0.469072163105011,cross layer transcoder
3_2950_5,0.0,,8.853616714477539,0.4934724271297455,cross layer transcoder
3_5276_5,0.0,,10.772605895996094,0.47861531376838684,cross layer transcoder
